Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,AMQ-6053,12914397,java.lang.ClassCastException while removing the inactive durable subscriber,,corollo@gmail.com,Major,Closed,Incomplete,19/Nov/15 09:33,07/Dec/15 18:49,
Bug,AMQ-6052,12914299,Network of brokers on duplex mode reports InstanceAlreadyExistsException on already existing destinations,gtully,Altaflux,Major,Resolved,Fixed,19/Nov/15 00:03,02/Feb/16 16:19,
Bug,AMQ-6051,12914282,ActiveMQConnection leaking thread when resources are not well closed,tabish,romain.manni-bucau,Major,Resolved,Fixed,18/Nov/15 22:57,20/Nov/15 13:37,
Bug,AMQ-6050,12914131,Recreated durable after deletion in a network of brokers won't receive messages,cshannon,cshannon,Major,Resolved,Fixed,18/Nov/15 15:04,18/Nov/15 16:29,
Bug,AMQ-6048,12914077,ActiveMQ broker service hanged after re-establishing the connection with another ActiveMQ,,ashawish,Major,Open,,18/Nov/15 10:37,19/Nov/15 18:53,
Bug,AMQ-6047,12913991,The amq cluster outages every day,,myidd007,Major,Open,,18/Nov/15 03:27,18/Nov/15 03:29,
Bug,AMQ-6046,12913723,Concurrent access to a Transport from WebSocket client can deadlock,tabish,tabish,Major,Resolved,Fixed,17/Nov/15 14:53,05/Jul/16 18:20,
Bug,AMQ-6043,12913186,CLONE - Occaional hangs on ensureConnectionInfoSent,tabish,gagan.deep,Major,Closed,Incomplete,16/Nov/15 01:17,02/Mar/17 14:58,
Bug,AMQ-6042,12912765,"In ActiveMQMessageConsumer, always set rollback cause",,lichtin,Major,Resolved,Fixed,13/Nov/15 09:20,30/Nov/15 19:01,
Bug,AMQ-6041,12912090,Activemq have a deadLock in running for a long time,,abin,Major,Closed,Not A Problem,11/Nov/15 07:47,18/Nov/15 17:44,
Bug,AMQ-6040,12912087,The amq  cluster outages every week,,myidd007,Major,Closed,Duplicate,11/Nov/15 07:40,18/Nov/15 17:46,
Bug,AMQ-6039,12911884,KahaDB data log archiving does not work accross different physical file systems,tabish,tabish,Major,Resolved,Fixed,10/Nov/15 15:44,10/Nov/15 16:24,
Bug,AMQ-6038,12911881,Amq 5.12.1 Failing to start with Oracle Data Store,,elazarrosenthal,Major,Closed,Not A Problem,10/Nov/15 15:35,10/Nov/15 16:31,
Bug,AMQ-6036,12911039,Too trivial check in SubQueueSelectorCacheBroker.hasWildcards,cshannon,pdudits,Major,Resolved,Fixed,06/Nov/15 12:53,04/Feb/16 16:54,
Bug,AMQ-6034,12910334,The StompConnection class contains incorrect STOMP code,mattrpav,lionel.cons,Major,Open,,04/Nov/15 12:26,03/Mar/21 17:28,
Bug,AMQ-6033,12909693,"mkahaDB,shared-file-locker - broker not shutting down when it loses the lock",gtully,gtully,Major,Resolved,Fixed,02/Nov/15 15:00,02/Nov/15 15:23,
Bug,AMQ-6032,12909275,Properties on scheduled messages can get lost on dispatch,tabish,tabish,Major,Resolved,Fixed,30/Oct/15 18:06,30/Oct/15 18:51,
Bug,AMQ-6031,12909241,AMQP: use System.nanoTime() when deriving time to tick the transport with for idle-timeout handling,robbie,robbie,Major,Resolved,Fixed,30/Oct/15 16:27,30/Oct/15 17:10,
Bug,AMQ-6029,12909176,wss transport don't work with certificate authentication properly,dejanb,dejanb,Major,Resolved,Fixed,30/Oct/15 10:41,18/Nov/15 16:21,
Bug,AMQ-6028,12909154,DNS search domain is dropped when looking up failover,,monti,Major,Open,,30/Oct/15 09:43,30/Oct/15 09:48,
Bug,AMQ-6025,12908511,Activemq ACTIVEMQ_ACKS table gets double updates,,kkrishnan,Major,Open,,28/Oct/15 10:35,18/Dec/15 09:30,
Bug,AMQ-6024,12908084,Hang,,guotie,Major,Closed,Cannot Reproduce,27/Oct/15 01:18,30/Oct/15 14:54,
Bug,AMQ-6021,12907405,mqtt+nio+ssl don't work with certificate authentication properly,dejanb,dejanb,Major,Resolved,Fixed,23/Oct/15 13:23,23/Oct/15 13:27,
Bug,AMQ-6020,12907332,Webconsole does not work in karaf,cschneider,cschneider,Major,Resolved,Fixed,23/Oct/15 08:52,19/Dec/16 13:06,
Bug,AMQ-6019,12907141,TheListIndex is not loaded exception under heavier load,,ochiriac,Major,Closed,Cannot Reproduce,22/Oct/15 16:44,23/Oct/15 02:31,
Bug,AMQ-6018,12907114,Web console should not export any OSGi packages,cschneider,cschneider,Major,Resolved,Fixed,22/Oct/15 15:24,19/Dec/16 13:06,
Bug,AMQ-6017,12907029,Make ioBufferSize configurable for nio transport,dejanb,dejanb,Major,Resolved,Fixed,22/Oct/15 09:32,22/Oct/15 09:43,
Bug,AMQ-6016,12906524,java.lang.IllegalArgumentException: Comparison method violates its general contract!,gtully,gtully,Major,Resolved,Fixed,21/Oct/15 12:55,16/Dec/15 14:42,
Bug,AMQ-6014,12905926,Offline Durable Topic Subscription exceeds memory limits,gtully,gtully,Major,Resolved,Fixed,19/Oct/15 12:28,05/Jan/16 15:08,
Bug,AMQ-6013,12905534,Restrict classes that can be serialized in ObjectMessages,dejanb,dejanb,Major,Resolved,Fixed,16/Oct/15 13:40,20/Mar/19 16:52,
Bug,AMQ-6012,12905177,please fix navigation links on ActiveMQ - Getting started page,,ludvicekj,Major,Closed,Fixed,15/Oct/15 12:15,15/Oct/15 19:04,
Bug,AMQ-6010,12904662,"AMQP SSL Transport ""leaking"" currentTransportCounts",tabish,mmeulemans,Major,Resolved,Fixed,13/Oct/15 20:43,14/Oct/15 15:43,
Bug,AMQ-6008,12904082,Memory leak in using composite destinations,,fadesish,Minor,Closed,Incomplete,12/Oct/15 03:56,23/Nov/15 15:55,
Bug,AMQ-6005,12903653,Slave broker startup corrupts shared PList storage,gtully,volkerk,Major,Resolved,Fixed,09/Oct/15 08:02,10/Dec/15 15:52,
Bug,AMQ-6004,12903308,TcpTransportServer#socketHandlerThread should be intterrupted to stop the socket handler (daemon) thread,cshannon,erikgb,Major,Resolved,Fixed,08/Oct/15 09:25,18/Nov/15 16:21,
Bug,AMQ-6002,12902937,MQTT virtual topic strategy doesn't escape client id properly,dejanb,dejanb,Major,Resolved,Fixed,07/Oct/15 09:27,07/Oct/15 16:51,
Bug,AMQ-6000,12902658,Pause/resume feature of ActiveMQ not resuming properly,tabish,mrapache,Major,Resolved,Fixed,06/Oct/15 10:16,13/Nov/15 16:43,
Bug,AMQ-5996,12902000,Durable subscription no updated when reactivated sub changes noLocal value,tabish,tabish,Major,Resolved,Fixed,01/Oct/15 21:26,21/Sep/16 13:36,
Bug,AMQ-5995,12901943,ActiveMQ exits on startup with UTFDataFormatException: bad string,,vandenbrink@zorgdomein.nl,Major,Closed,Not A Problem,01/Oct/15 16:58,15/Feb/19 16:36,
Bug,AMQ-5994,12901886,Broker can't recover Durable Subscription on index deletion,gtully,cshannon,Major,Resolved,Fixed,01/Oct/15 13:12,07/Oct/15 16:53,
Bug,AMQ-5993,12901777,Purging messages leads to GC overhead limit exceeded,cshannon,empe,Minor,Closed,Not A Problem,01/Oct/15 06:32,02/Dec/15 13:46,
Bug,AMQ-5990,12901642,PooledConnectionFactory does not allow disabling JMX on GenericKeyObjectPool,cshannon,Aravind.Chennuru,Major,Resolved,Fixed,30/Sep/15 17:29,08/Oct/15 12:02,
Bug,AMQ-5984,12901009,Unsafe use of access-order LinkedHashMap via  ActiveMQMessageAuditNoSync - can lead to loop and hang,gtully,gtully,Major,Resolved,Fixed,28/Sep/15 12:00,28/Sep/15 13:43,
Bug,AMQ-5983,12901004,Restoring MQTT client virtual topic queue uses wrong prefix.,dejanb,dejanb,Major,Resolved,Fixed,28/Sep/15 11:08,07/Oct/15 16:51,
Bug,AMQ-5979,12895817,Error browsing message on queue.,,jeff_porter,Major,Closed,Duplicate,23/Sep/15 15:52,23/Sep/15 16:09,
Bug,AMQ-5978,12895554,ActiveMQ 5.12.0 Spring CustomScopeConfigurer class conflict,cshannon,divvu224,Major,Closed,Fixed,22/Sep/15 19:05,22/Sep/15 19:34,
Bug,AMQ-5975,12895061,invalid header errror,,xabhi,Major,Closed,Not A Problem,21/Sep/15 08:32,29/Sep/15 15:07,
Bug,AMQ-5972,12873234,Policy entries not applied in correct order,dejanb,dejanb,Major,Resolved,Fixed,17/Sep/15 09:03,28/Dec/15 16:42,
Bug,AMQ-5971,12873064,Unable to apply policy when set refreshInterval=-1 for cachedLDAPAuthorizationMap,,alt_alt,Blocker,Closed,Incomplete,16/Sep/15 18:10,02/Nov/19 05:36,
Bug,AMQ-5970,12873049,Weak ethereal DH key bug,,lmann2,Major,Closed,Won't Fix,16/Sep/15 17:32,22/Sep/15 14:56,
Bug,AMQ-5968,12864031,schedulerSupport,cshannon,cumafo,Major,Resolved,Fixed,14/Sep/15 21:07,21/Sep/15 17:40,
Bug,AMQ-5967,12863973,Temporary disk usage check doesn't take into account what its already  using,cshannon,cshannon,Minor,Resolved,Fixed,14/Sep/15 18:34,14/Sep/15 19:51,
Bug,AMQ-5966,12863698,ActiveMQ client hangs after rollback of a transacted JMS session,,andreasmattes,Major,Closed,Not A Problem,13/Sep/15 15:49,05/Oct/15 20:04,
Bug,AMQ-5961,12863111,Deadlock in client blocks all application server threads,,erik.wramner,Major,Resolved,Fixed,10/Sep/15 16:38,01/Oct/15 13:36,
Bug,AMQ-5960,12862989,Durable subscriber pendingQueueSize wrong after force shutdown of the broker,dejanb,dejanb,Major,Resolved,Fixed,10/Sep/15 09:09,16/May/19 11:59,
Bug,AMQ-5959,12862124,NullPointerException in finally blocks,,wjmcdonald,Minor,Resolved,Fixed,06/Sep/15 22:44,28/Oct/15 14:42,
Bug,AMQ-5955,12861806,Failed to update database lock: java.sql.SQLRecoverableExce ption: IO Error: Socket read timed out java.sql.SQLRecoverableException: IO Error: Socket read timed out,,mapek,Major,Open,,04/Sep/15 10:50,04/Sep/15 10:50,
Bug,AMQ-5954,12861802,Fix for failing activeMq bridge ,,darkvalley,Major,Resolved,Fixed,04/Sep/15 10:13,25/Apr/16 16:25,
Bug,AMQ-5953,12861603,XA Transaction 'XID:[...]' has not been started. xaErrorCode:-4 on MessageAck,gtully,gtully,Major,Resolved,Fixed,03/Sep/15 15:14,03/Sep/15 16:07,
Bug,AMQ-5952,12861532,Request/Response with load balance broker Error : Requester received null message,,neuv.keo,Critical,Closed,Incomplete,03/Sep/15 10:53,21/Sep/15 15:56,
Bug,AMQ-5951,12860703,failover maxReconnect=0 url can block on reconnect,gtully,gtully,Major,Resolved,Fixed,31/Aug/15 14:54,28/Oct/15 17:44,
Bug,AMQ-5950,12860640,Active MQ broker exposing data persistent layer when using oracle database,,Dean.Smith,Trivial,Closed,Won't Fix,31/Aug/15 09:46,06/May/16 13:57,
Bug,AMQ-5948,12859008,connection.start hangs with tcp transport wrong username / password,,ercasta,Major,Closed,Cannot Reproduce,26/Aug/15 15:26,11/Dec/18 16:48,
Bug,AMQ-5947,12858906,Use replicated levelDB store，broker cannot elect a master,,angus.aqlu,Major,Closed,Won't Fix,26/Aug/15 08:34,06/Feb/17 14:27,
Bug,AMQ-5946,12858530,Tomcat 7.0.62 complains of memory leak when web app is stopped or reloaded,,nandini.r,Major,Closed,Not A Problem,25/Aug/15 06:36,03/Sep/15 08:36,
Bug,AMQ-5945,12858529,Tomcat 7.0.62 complains of memory leak when web app is stopped or reloaded,,nandini.r,Major,Closed,Duplicate,25/Aug/15 06:34,25/Aug/15 10:31,
Bug,AMQ-5944,12858347,Update commons-pool2 to handle OSGi classloading issue,,lichtin,Major,Resolved,Fixed,24/Aug/15 17:44,04/Sep/15 16:17,
Bug,AMQ-5943,12858254,network bridge fails when using jaasDualAuthenticationPlugin,gtully,tmielke,Major,Resolved,Fixed,24/Aug/15 09:58,10/Nov/15 18:02,
Bug,AMQ-5942,12858082,CachedMessageGroupMapFactory fails with large key sets,,boday,Major,Closed,Not A Problem,22/Aug/15 18:01,22/Sep/15 16:06,
Bug,AMQ-5940,12857873,Maven plugin stopped supporting many brokers run in the same Maven build,,matihost,Major,Open,,21/Aug/15 14:59,04/Nov/15 22:17,
Bug,AMQ-5939,12857849,ActiveMQ REST GET request is always encoded in ISO-8859-1,cshannon,kdubovikov,Minor,Resolved,Fixed,21/Aug/15 13:20,29/Nov/16 17:44,
Bug,AMQ-5937,12857833,The 'local' builtin is used in bin/activemq script - incompatible on Solaris11,,abespaly,Major,Closed,Incomplete,21/Aug/15 12:04,15/Jan/16 11:24,
Bug,AMQ-5936,12857771,No option to throttle a producer which sends messages in a batch,,jamesTheCruncher,Critical,Closed,Implemented,21/Aug/15 07:33,27/Aug/15 01:01,
Bug,AMQ-5934,12857317,ActiveMQ durable topic subscribers not able to receive new messages after running for awhile,,exiao8899,Critical,Closed,Cannot Reproduce,19/Aug/15 20:18,19/Apr/16 15:51,
Bug,AMQ-5933,12857039,NullPointerException in SelectorAwareVirtualTopicInterceptor,gtully,alt_alt,Critical,Resolved,Fixed,18/Aug/15 21:38,28/Oct/15 14:42,
Bug,AMQ-5930,12856526,activemq5.11.1 how to load balance ,,AKGavin,Major,Closed,Invalid,17/Aug/15 06:14,19/Aug/15 12:55,
Bug,AMQ-5929,12856191,test script typo,,gerard@charlesconsulting.com,Trivial,Resolved,Fixed,14/Aug/15 15:37,14/Aug/15 16:32,
Bug,AMQ-5928,12856090,ClassFormatException in ActiveMQ web console during showing message,,PavloVasylchenko,Major,Closed,Duplicate,14/Aug/15 07:50,14/Aug/15 08:58,
Bug,AMQ-5927,12856019,Acknowledged messages marked for redelivery stop new messages being consumed,,rdoyle,Major,Open,,14/Aug/15 01:13,14/Aug/15 01:17,
Bug,AMQ-5926,12855834,Missing transitive dependency,cshannon,tobb,Major,Resolved,Fixed,13/Aug/15 12:10,20/Aug/15 16:38,
Bug,AMQ-5925,12855618,Excessive CPU and Slow Throughput When Using Shiro Encrypted Passwords,,jreock,Major,Open,,12/Aug/15 17:30,19/Sep/15 00:40,
Bug,AMQ-5924,12855468,AMQ hangs at socket write in 3.2.2 version under solaris os,,rguntuka,Critical,Closed,Invalid,12/Aug/15 06:47,12/Aug/15 17:43,
Bug,AMQ-5922,12852710,ActiveMQ OSGi metadata excludes compatibility with Spring 4.X,cshannon,soleger,Critical,Resolved,Fixed,06/Aug/15 21:35,21/Sep/15 20:00,
Bug,AMQ-5921,12852604,ClassLoadingAwareObjectInputStream no longer handles void type,,pmweiss,Minor,Resolved,Fixed,06/Aug/15 15:25,07/Aug/15 15:06,
Bug,AMQ-5917,12852257,"networkConnectorStartAsync=""true"" results in ""WARN  | Could not connect to remote URI: ssl://... SSLContextImpl is not initialized"" and failure to connect",gtully,gsaffell,Major,Resolved,Fixed,05/Aug/15 14:54,20/Aug/18 11:36,
Bug,AMQ-5916,12851399,Creation of durable subscriber fails via broker AdminView due to lack of SecurityContext  on ConnectionContext,tabish,gmurthy,Major,Resolved,Fixed,04/Aug/15 14:03,04/Aug/15 18:55,
Bug,AMQ-5914,12851139,Pull consumer hang when message expires in flight.,tabish,tabish,Major,Resolved,Fixed,03/Aug/15 16:30,12/Aug/15 23:07,
Bug,AMQ-5913,12851100,ACTIVEMQ_CLASSPATH requires Windows-style path separator on Unix,cshannon,agrabil,Major,Resolved,Duplicate,03/Aug/15 13:55,28/Jan/16 21:19,
Bug,AMQ-5912,12851078,ActiveMQ Web Console war file exports org.apache.activemq,,eugene.tarasov,Major,Open,,03/Aug/15 11:51,03/Aug/15 11:52,
Bug,AMQ-5910,12850579,"When sending/receiving by count, the final reports show incorrect counts",,jkorab,Major,Open,,31/Jul/15 12:05,31/Jul/15 12:05,
Bug,AMQ-5909,12850578,Perf test send/receive by count does not complete on Windows,,jkorab,Major,Open,,31/Jul/15 11:59,31/Jul/15 11:59,
Bug,AMQ-5908,12850566,Receive delay not applied on async receive by count,,jkorab,Minor,Resolved,Fixed,31/Jul/15 10:21,06/Aug/15 14:02,
Bug,AMQ-5907,12850385,Pull consumer can hang in receive if RedeliveryPolicy is configured with max redeliveries ,tabish,tabish,Major,Resolved,Fixed,30/Jul/15 20:48,12/Aug/15 23:00,
Bug,AMQ-5906,12849868,stomp deadlock,,guotie,Critical,Closed,Incomplete,29/Jul/15 08:24,27/Aug/15 16:53,
Bug,AMQ-5903,12849466,Message headers are lost when using the Broker Component for Camel,,charly,Major,Resolved,Fixed,27/Jul/15 23:06,30/Jul/15 14:57,
Bug,AMQ-5902,12849093,Export feature does not work,,scoopex,Major,Open,,25/Jul/15 14:45,25/Jul/15 14:45,
Bug,AMQ-5901,12848780,Deadlock on deleting queue,,vybornove,Major,Open,,24/Jul/15 03:35,06/Oct/15 07:36,
Bug,AMQ-5900,12848749,LevelDB integration does not work in Solaris,,jlindwall,Major,Closed,Won't Fix,24/Jul/15 00:15,06/Feb/17 14:27,
Bug,AMQ-5899,12848629,Unable to recover after going below viable H/A master/slave (Unkown data type,,gabriel.pupr,Major,Closed,Won't Fix,23/Jul/15 17:03,06/Feb/17 14:29,
Bug,AMQ-5898,12846902,Physical queues forwarded from many virtual destinations no longer supported,cshannon,furn,Major,Resolved,Fixed,22/Jul/15 14:00,25/Nov/15 19:23,
Bug,AMQ-5897,12846362,Slave fails to deliver messages,,jlindwall,Major,Open,,20/Jul/15 21:07,03/Aug/15 18:15,
Bug,AMQ-5896,12846236,Problem getting jmx queue when another is deleting during request,cshannon,wouterv,Major,Resolved,Fixed,20/Jul/15 10:15,01/Aug/15 00:18,
Bug,AMQ-5895,12845910,FilteredDestinations do not work when loaded by runtimeConfigurationPlugin,gtully,AndersAaberg,Major,Resolved,Fixed,17/Jul/15 15:34,29/Jul/15 11:50,
Bug,AMQ-5894,12845855,NPE in replicated levelDB,,anujkhandelwal,Major,Closed,Won't Fix,17/Jul/15 10:21,06/Feb/17 14:22,
Bug,AMQ-5893,12845598,Individual Ack Session with Message Audit in play can detect false positive duplicates,tabish,tabish,Major,Resolved,Fixed,16/Jul/15 13:55,12/Aug/15 21:07,
Bug,AMQ-5891,12845549,AMQP: update to proton-j 0.10,robbie,robbie,Major,Resolved,Fixed,16/Jul/15 11:40,18/Dec/15 23:31,
Bug,AMQ-5890,12845547,AMQP: possible NPE when handling disposition with Modified state,robbie,robbie,Minor,Resolved,Fixed,16/Jul/15 11:36,23/Jul/15 14:01,
Bug,AMQ-5888,12845246,Transport Connection to: tcp://127.0.0.1:41062 failed: java.io.EOFException shows up in log when closing connection normally,gtully,gmurthy,Minor,Resolved,Fixed,15/Jul/15 12:38,02/Oct/19 17:55,
Bug,AMQ-5886,12845019,"AMQ accepts illegal MQTT protocol level (5, only 3 and 4 are defined)",tabish,ckrey,Minor,Closed,Fixed,14/Jul/15 17:12,03/Aug/17 08:08,
Bug,AMQ-5885,12845015,AMQ accepts illegal wildcard usage in MQTT SUBSCRIBE and UNSUBSCRIBE,,ckrey,Minor,Closed,Fixed,14/Jul/15 17:09,03/Aug/17 08:39,
Bug,AMQ-5884,12845013,AMQ accepts MQTT UNSUBSCRIBE with zero length topic filter,,ckrey,Minor,Closed,Fixed,14/Jul/15 17:05,03/Aug/17 08:40,
Bug,AMQ-5883,12845012,AMQ accepts MQTT SUBSCRIBE and UNSUBSCRIBE with no topic filters,,ckrey,Minor,Closed,Fixed,14/Jul/15 17:03,03/Aug/17 17:11,
Bug,AMQ-5882,12845009,AMQ accepts MQTT PUBLISH with wildcard characters in topic,cshannon,ckrey,Minor,Resolved,Fixed,14/Jul/15 16:57,29/Feb/16 13:30,
Bug,AMQ-5881,12845007,AMQ accepts MQTT connect with password without username,tabish,ckrey,Minor,Resolved,Fixed,14/Jul/15 16:55,26/Feb/16 00:09,
Bug,AMQ-5880,12845006,AMQ does not accept long (>32kb) MQTT topic filters in SUBSCRIBE,tabish,ckrey,Minor,Resolved,Fixed,14/Jul/15 16:52,02/May/16 20:27,
Bug,AMQ-5877,12844064,The Queue got hanged with a scenario said in description with version 5.11.1 but this works with version 5.5.1,,sivaphani.kothuri@gmail.com,Blocker,Resolved,Fixed,10/Jul/15 06:21,12/Aug/15 13:06,
Bug,AMQ-5875,12843216,Removing a destination when using mKahaDB can cause an IllegalStateException,gtully,cshannon,Major,Resolved,Fixed,07/Jul/15 15:42,19/Sep/18 09:26,
Bug,AMQ-5873,12842627,RAR connectors for nonSSL and SSL conflict with each other on Glassfish,mattrpav,cjnygard,Major,Open,,03/Jul/15 20:43,03/Mar/21 16:45,
Bug,AMQ-5872,12842266,MQTT subscribe fails after unsubscribe,tabish,mathia.vandepoel,Major,Closed,Fixed,02/Jul/15 09:38,16/Jul/15 17:43,
Bug,AMQ-5871,12841875,TCP Transport fail with JAVA.IO.EOFException,,Cadmean,Major,Closed,Invalid,01/Jul/15 02:56,01/Jul/15 10:53,
Bug,AMQ-5870,12841802,Lazy create if MQTTProtocolConverter in the WebSocket transport needs to be thread safe,tabish,tabish,Major,Resolved,Fixed,30/Jun/15 21:14,30/Jun/15 21:17,
Bug,AMQ-5869,12841654,Failed to remove inactive destination: Destination still has an active subscription,,johnleach,Minor,Closed,Incomplete,30/Jun/15 10:42,04/Sep/16 22:22,
Bug,AMQ-5868,12841519,"activemq.apache.org/mqtt.html page is saying ""Can't find brush for : xml""",,rafael jeon,Blocker,Closed,Fixed,30/Jun/15 01:47,01/Jul/15 10:55,
Bug,AMQ-5866,12841190,Missing sample code in http://activemq.apache.org/how-should-i-implement-request-response-with-jms.html,,ceefour,Major,Closed,Fixed,28/Jun/15 17:34,30/Jun/15 11:27,
Bug,AMQ-5865,12840740,"Enable ""getRemoteAddress()"" method in WebSocket Requests",tabish,xgadkem,Trivial,Closed,Fixed,26/Jun/15 05:13,30/Jun/15 05:24,
Bug,AMQ-5864,12840560,KahaDB recovery with persisteRedeliveryFlag=true can lead to stuck message,gtully,gtully,Major,Resolved,Fixed,25/Jun/15 14:51,26/Jun/15 10:51,
Bug,AMQ-5863,12840510,Composite Send with useCache=false leaves messages pending till restart,gtully,gtully,Major,Resolved,Fixed,25/Jun/15 11:37,25/Jun/15 11:53,
Bug,AMQ-5862,12840424,JMSException when sending a message in the WebConsole,jbonofre,jbonofre,Major,Closed,Cannot Reproduce,25/Jun/15 04:00,07/Dec/15 20:00,
Bug,AMQ-5861,12840316,Unable to create connection factory using jms:create,jbonofre,sobkowiak,Major,Resolved,Fixed,24/Jun/15 20:25,02/Nov/19 05:25,
Bug,AMQ-5859,12839891,Reconnection attempt logic seems wrong in JmsConnector#doInitializeConnection,,benoitw,Critical,Resolved,Fixed,23/Jun/15 16:49,29/Nov/16 16:46,
Bug,AMQ-5858,12839853,Error when sending message in webconsole: NoClassDefFoundError: javax/xml/bind/DatatypeConverter,jbonofre,cschneider,Major,Resolved,Fixed,23/Jun/15 14:12,25/Jun/15 04:01,
Bug,AMQ-5857,12839815,Message content stored twice while sending,cshannon,graben,Major,Resolved,Fixed,23/Jun/15 11:14,07/Apr/16 14:27,
Bug,AMQ-5856,12839385,allowLinkStealing option is not working when using mqtt over websocket ,tabish,rafael jeon,Critical,Resolved,Fixed,21/Jun/15 05:04,29/Jun/15 22:37,
Bug,AMQ-5855,12839336,MariaDB 10.x and activemq ,,Eyal@nexgrid.net,Major,Closed,Invalid,20/Jun/15 13:03,20/Jun/15 18:50,
Bug,AMQ-5854,12839158,Duplicate messages when failover is done during prepare phase of two phase commit.,gtully,michael.s,Major,Resolved,Fixed,19/Jun/15 15:36,22/Nov/15 18:37,
Bug,AMQ-5853,12839153,JDBC store - pending high priority messages batch cannot be consumed after low priority message batch ,gtully,gtully,Blocker,Resolved,Fixed,19/Jun/15 15:05,22/Jan/16 22:46,
Bug,AMQ-5852,12839123,DISABLE TRACE/TRACK ,,zagser,Major,Closed,Not A Problem,19/Jun/15 12:49,01/Jul/15 10:55,
Bug,AMQ-5851,12838767,"Unmatched acknowledge: MessageAck {commandId = 77, responseRequired = false, ackType = 2, ...Could not find Message-ID XXX in dispatched-list (start of ack)",gtully,grijesh.saini,Major,Resolved,Fixed,18/Jun/15 11:43,09/Jul/15 16:20,
Bug,AMQ-5849,12838565,MQTT Connection stealing causes resource leak,,mfeingold,Major,Resolved,Not A Problem,17/Jun/15 19:31,15/Jul/15 16:13,
Bug,AMQ-5848,12838315,The noLocal state for a durable subscription is not stored and recovered.,tabish,tabish,Major,Resolved,Fixed,16/Jun/15 21:57,08/Jul/15 21:45,
Bug,AMQ-5846,12838013,High cpu usage if using masterslave discovery in network brokers,,duffqiu,Major,Closed,Not A Problem,16/Jun/15 01:40,20/Jan/16 21:31,
