Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,AMQ-8140,13357404,Lock Keep Alive does not work on Windows Server 2019,,stephaniecowie,Major,Open,,07/Feb/21 16:19,07/Feb/21 16:19,
Bug,AMQ-8138,13356519,STOMP ProtocolConverter error should include client IP information,jbonofre,lionel.cons,Major,Open,,03/Feb/21 15:26,21/Apr/21 05:29,
Bug,AMQ-8136,13355927,"2021-01-27 22:32:24,357 | WARN  | Transport Connection to: tcp://<ip>:<port> failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp://<ip>:<port>@61616",,shiva534,Major,Open,,01/Feb/21 13:04,01/Feb/21 13:04,
Bug,AMQ-8132,13355257,SSL Param UseCipherSuitesOrder Not Reflective,,joecarder,Major,Open,,28/Jan/21 18:25,05/Apr/21 16:40,
Bug,AMQ-8131,13355211,JDBC Store - durable topic with non matching selector can hold message till unsubscribe requires enableMessageExpirationOnActiveDurableSubs,gtully,gtully,Major,Resolved,Fixed,28/Jan/21 14:37,01/Feb/21 13:14,
Bug,AMQ-8125,13353247,Memory issue with offline durable subscribers,,Jaimal,Major,Open,,19/Jan/21 10:38,19/Jan/21 10:38,
Bug,AMQ-8123,13352449,"Add jaxb-core, istack, ... for runtimeConfigurationPlugin without broker started",jbonofre,jbonofre,Major,Resolved,Fixed,15/Jan/21 09:58,18/Mar/21 09:30,
Bug,AMQ-8122,13352368,DataByteArrayInputStreamTest.testNonAscii() is faulty,jbonofre,Marcono1234,Minor,Open,,14/Jan/21 22:55,15/Jan/21 06:27,
Bug,AMQ-8121,13352353,Configuring JDBC to send information queues to DB SQL,,lazaroe2009,Major,Reopened,,14/Jan/21 20:34,03/Mar/21 17:00,
Bug,AMQ-8120,13351557,UnknownHostException when connecting to remote queue on Wildfly 20.0.1 and OpenJDK,,lekiert,Major,Open,,11/Jan/21 18:09,03/Mar/21 17:01,
Bug,AMQ-8119,13351263,allConsumersExclusiveByDefault property is not working when set in activemq.xml,jbonofre,spaleti,Blocker,Open,,09/Jan/21 23:27,10/Jan/21 19:54,
Bug,AMQ-8118,13351261,Link to ActiveMQ Exclusive Consumer Documentation is Broken,mattrpav,spaleti,Minor,Closed,Fixed,09/Jan/21 23:22,26/Feb/21 00:39,
Bug,AMQ-8117,13350828,VirtualSelectorCacheBrokerPlugin throws false positive exception,,jvanc,Blocker,Open,,07/Jan/21 08:42,08/Jan/21 05:19,
Bug,AMQ-8116,13350628,ActiveMQWildcardPermission with multiple tokens inconsistent with parent WildcardPermission class,jbonofre,ikucuze,Major,Resolved,Fixed,06/Jan/21 09:38,07/Jan/21 11:32,
Bug,AMQ-8107,13348463,Does ActiveMQ use the affected functionality within Xstream libraries for CVE-2020-26217,jbonofre,chandra.bipin@gmail.com,Critical,Resolved,Duplicate,30/Dec/20 11:33,04/Jan/21 10:13,
Bug,AMQ-8105,13347078,ActiveMQ stopped suddenly due to corrupted KahaDB journal file ,jbonofre,arunlal.as,Major,Resolved,Not A Problem,21/Dec/20 05:45,05/Jan/21 15:29,
Bug,AMQ-8104,13346432,Pausing queue doesn't work if audit log is turned on,jbonofre,nieviezh,Major,Resolved,Fixed,16/Dec/20 20:22,28/Dec/20 06:38,
Bug,AMQ-8103,13346345,Fail to set Object property,,neykov_t,Major,Closed,Invalid,16/Dec/20 11:43,16/Dec/20 12:18,
Bug,AMQ-8102,13346054,Broker is automatically restarted during shutdown when using the vm transport,mattrpav,martijn_brinkers,Minor,In Progress,,15/Dec/20 08:45,03/Mar/21 17:07,
Bug,AMQ-8098,13344376,BlackOut,,Usa,Critical,Closed,Invalid,05/Dec/20 20:05,07/Dec/20 02:58,
Bug,AMQ-8097,13344327,Harden deserialization block xstream ack processing,jbonofre,jbonofre,Major,Resolved,Fixed,05/Dec/20 05:24,13/Jan/21 17:30,
Bug,AMQ-8095,13343502,Impossible to ack some messages from a JMS ActiveMQ Consumer after ActiveMQ Slave Broker becomes Master,jbonofre,cadoad,Major,Open,,01/Dec/20 08:56,07/Dec/20 13:48,
Bug,AMQ-8093,13343421,Illegal reflective access by IntrospectionSupport,jbonofre,aj_menteng,Major,Open,,30/Nov/20 23:12,11/Dec/20 13:58,
Bug,AMQ-8092,13343274,Unable to retrieve JMS message; Caused by: Setting clientID on a used Connection is not allowed.,mattrpav,ggirisatna@gmail.com,Major,Resolved,Not A Problem,30/Nov/20 09:36,07/Dec/20 18:04,
Bug,AMQ-8091,13343036,ClientIdSet indefinitely contains obsolete ids (when connection is not closed properly),mattrpav,blackstrype,Minor,In Progress,,27/Nov/20 19:42,01/Dec/20 16:49,
Bug,AMQ-8089,13343023,ProviderVersion being reported as 5.15.10 in version 5.16.0,,blackstrype,Trivial,Closed,Not A Problem,27/Nov/20 16:21,30/Nov/20 12:09,
Bug,AMQ-8079,13341518,Avoid potential NPE on NetworkInterface.getNetworkInterfaces(),jbonofre,jbonofre,Major,Resolved,Fixed,19/Nov/20 07:56,21/Nov/20 18:14,
Bug,AMQ-8077,13341377,Incompatibility with Junit 5,,marob,Major,Resolved,Won't Fix,18/Nov/20 15:28,22/Nov/20 06:40,
Bug,AMQ-8068,13340096,Topic memory leak on message eviction using UniquePropertyMessageEvictionStrategy,jbonofre,fcrossman,Major,Resolved,Fixed,12/Nov/20 01:30,23/Nov/20 12:42,
Bug,AMQ-8067,13339974, ERROR EncryptablePropertyPlaceholderConfigurer,jbonofre,glauton,Major,Open,,11/Nov/20 12:10,01/Apr/21 08:22,
Bug,AMQ-8063,13338943,ActiveMQ failed to restart itself (Address already in use),,Mamaungthong,Critical,Open,,05/Nov/20 06:44,22/Nov/20 10:39,
Bug,AMQ-8061,13338323,Scheduled messages misloaded by ActiveMQ and then not fired in a job,jbonofre,Erwann,Major,Resolved,Cannot Reproduce,02/Nov/20 00:33,29/Mar/21 16:44,
Bug,AMQ-8060,13337895,Attribute 'allowLinkStealing' is not allowed to appear in element 'transportConnector'.,jbonofre,Aleksandr Yaryna,Minor,Closed,Fixed,29/Oct/20 15:43,04/Mar/21 10:28,
Bug,AMQ-8058,13337386,Initialization of bean failed; nested exception is java.lang.NoSuchMethodError: org.springframework.core.annotation.AnnotationUtils.isCandidateClass,jbonofre,Ragul96,Critical,Resolved,Duplicate,27/Oct/20 10:02,26/Nov/20 10:30,
Bug,AMQ-8055,13336870,Rename occurences of POSION to POISON,jbonofre,graben,Trivial,Resolved,Fixed,23/Oct/20 07:49,10/Nov/20 15:18,
Bug,AMQ-8054,13335567,"mq_out If queue full, mq_out never picks up new messages",,Mustafa.Bozdemir,Critical,Open,,15/Oct/20 08:42,15/Oct/20 08:42,
Bug,AMQ-8052,13335007,Producer thread stuck in socket write operation,jbonofre,gcharon,Major,Open,,12/Oct/20 13:04,04/Feb/21 08:59,
Bug,AMQ-8051,13334993,"FQDN with character ""_"" fails to start the active mq",mattrpav,rajivnitb,Major,Closed,Not A Problem,12/Oct/20 11:33,15/Jan/21 17:33,
Bug,AMQ-8050,13334606,XAException when failing over in the middle of a transaction,jbonofre,erikh,Major,Open,,09/Oct/20 09:55,23/Nov/20 14:41,
Bug,AMQ-8049,13334379,Failed to start Apache ActiveMQ (mKahaDB / JMX),,technobcn,Major,Open,,08/Oct/20 08:59,22/Nov/20 21:10,
Bug,AMQ-8048,13334138,ActiveMQ broker doesn't start with the error : Keystores with multiple certificates are not supported on the base class org.eclipse.jetty.util.ssl.SslContextFactory,jbonofre,screpel,Major,Resolved,Fixed,07/Oct/20 09:10,15/Mar/21 06:54,
Bug,AMQ-8047,13329860,Expire user session in ActiveMQ Classic Web Console,jbonofre,stevenquintero1,Major,Resolved,Not A Problem,29/Sep/20 06:45,29/Nov/20 05:40,
Bug,AMQ-8045,13329540,jetty.xml update use of env vars,jbonofre,francescm,Minor,Resolved,Won't Fix,26/Sep/20 15:17,01/Dec/20 05:55,
Bug,AMQ-8044,13328354,"documentation mentions ""advisdoryForFastProducers""",mattrpav,erwindon3,Minor,Closed,Fixed,19/Sep/20 13:20,26/Feb/21 00:12,
Bug,AMQ-8042,13328235,Web Console does not start in combination with many network connectors,,jiri.formanek@atos.net,Major,Closed,Not A Problem,18/Sep/20 12:28,05/Oct/20 07:48,
Bug,AMQ-8041,13327382,Cannot install activemq on karaf 4.2.9,jbonofre,sekaijin,Blocker,Resolved,Fixed,14/Sep/20 08:17,22/Nov/20 13:17,
Bug,AMQ-8040,13327112,KahaDB: PageFile  - Unexpected io error on pagefile write NPE,gtully,gtully,Major,Resolved,Fixed,11/Sep/20 15:57,11/Sep/20 16:10,
Bug,AMQ-8035,13326336,Support authentication over anonymous connection context in LDAPLoginModule,jbonofre,gtully,Major,Resolved,Fixed,07/Sep/20 15:57,16/Sep/20 15:55,
Bug,AMQ-8034,13326122,Client connection get blocked at ensureConnectionInfoSent,jbonofre,rajan_arul,Major,Open,,04/Sep/20 23:13,02/Dec/20 10:33,
Bug,AMQ-8032,13325918,RuntimeConfigurationPlugin doesn't work with JDK11+,jbonofre,jbonofre,Major,Resolved,Fixed,03/Sep/20 12:55,10/Jan/21 04:28,
Bug,AMQ-8031,13325766,ActiveMQ classic - OpenWire transport connector (nio+ssl) does not actively close silent connections,,lichtin,Major,Resolved,Fixed,02/Sep/20 15:52,02/Dec/20 10:35,
Bug,AMQ-8023,13324451,"Network bridge shutdown, race on MQTT virtual topic clean session and resubscribe",gtully,gtully,Major,Resolved,Fixed,25/Aug/20 11:30,28/Aug/20 08:17,
Bug,AMQ-8022,13323751,ActiveMQ-RAR cannot connect to external broker (Transport scheme NOT recognized: [tcp]),,Cistox,Major,Open,,20/Aug/20 13:35,20/Aug/20 18:12,
Bug,AMQ-8021,13322272,Expired Messages on Network of brokers ActiveMQ version 5.15.4,,rana9018,Major,Open,,12/Aug/20 14:04,02/Dec/20 10:36,
Bug,AMQ-8019,13321101,Support for InactivityMonitor over https and failover,,diptesh2007,Major,Open,,05/Aug/20 13:09,02/Dec/20 10:38,
Bug,AMQ-8018,13320869,Web Console broken after upgrade to 5.16.0,jbonofre,tholu,Major,Resolved,Not A Problem,04/Aug/20 13:48,22/Nov/20 19:47,
Bug,AMQ-8016,13320430,XAConnectionPoolTest fails due to missing conversion support for Boolean types,tabish,tabish,Minor,Resolved,Fixed,31/Jul/20 15:40,31/Jul/20 15:50,
Bug,AMQ-8012,13319201,ConcurrentModificationException in SubQueueSelectorCacheBroker,mattrpav,mattrpav,Major,Resolved,Fixed,24/Jul/20 17:20,29/Aug/20 19:37,
Bug,AMQ-8010,13318946,SSL for Web Console is not working,,silhano,Major,Closed,Fixed,23/Jul/20 13:13,09/Jan/21 08:30,
Bug,AMQ-8008,13318691,ActiveMQ Broke due to Persistent Store is full,,vikash.prasad,Critical,Resolved,Not A Problem,22/Jul/20 12:00,02/Dec/20 10:40,
Bug,AMQ-7517,13317159,bin/activemq sets ACTIVEMQ_CLASSPATH to likely non-existing directory $ACTIVEMQ_BASE/../lib,,flado,Trivial,Open,,16/Jul/20 12:33,02/Dec/20 16:18,
Bug,AMQ-7516,13317154,XaPooledConnectionFactory fails JCA validation in WildFly,cshannon,cshannon,Minor,Resolved,Fixed,16/Jul/20 12:07,24/Jul/20 18:15,
Bug,AMQ-7515,13316777,Networked broker does not pass along queue consumer upon reconnect,mattrpav,kgoerlitz,Major,In Progress,,14/Jul/20 21:49,08/Apr/21 03:24,
Bug,AMQ-7510,13315322,Message caching behavior not consistent,mattrpav,hnvasa,Major,Open,,07/Jul/20 07:01,25/Feb/21 18:08,
Bug,AMQ-7508,13314920,"RAR ServerSessionPool does not reuse sessions, leaks loggers",gtully,gtully,Major,Resolved,Fixed,03/Jul/20 15:42,14/Jul/20 11:27,
Bug,AMQ-7507,13314699,Not able to use priorityBackup and priorityURIs in the failover url ,,ateeqrehman,Major,Reopened,,02/Jul/20 13:43,06/Jul/20 18:14,
Bug,AMQ-7506,13314523,Activemq - High availability when shared file system fails,,himanshumishra,Major,Closed,Invalid,01/Jul/20 16:42,01/Jul/20 16:51,
Bug,AMQ-7505,13313251,Missing license header in some files,cshannon,jbonofre,Major,Resolved,Fixed,24/Jun/20 13:12,24/Jun/20 17:22,
Bug,AMQ-7497,13310973,RAR xaResource needs to support reconnect,gtully,gtully,Major,Resolved,Fixed,11/Jun/20 18:35,15/Jun/20 09:27,
Bug,AMQ-7494,13309827,official website download href is error,,h45268293,Minor,Closed,Fixed,06/Jun/20 03:50,08/Jun/20 07:43,
Bug,AMQ-7492,13308661,Upgrade to Apache Camel 2.25.2,jbonofre,arajwade,Major,Resolved,Fixed,01/Jun/20 08:19,02/Dec/20 12:55,
Bug,AMQ-7491,13306955,ActiveMQ illegal occupation vulnerability,,wqy,Major,Open,,23/May/20 12:15,08/Jun/20 09:12,
Bug,AMQ-7488,13306171,Corruption to mKahaDB transaction journal can lead to partial transaction completion in error,gtully,gtully,Major,Resolved,Fixed,20/May/20 11:39,20/May/20 11:49,
Bug,AMQ-7487,13306137,Unable to bring up HTTPS enabled Active MQ console on IBM JRE 1.8.0_221,,dxavier,Major,Resolved,Incomplete,20/May/20 09:57,02/Dec/20 10:54,
Bug,AMQ-7485,13305198,RAR managed producer is unaware of timed out transaction; sends non transacted message in error,gtully,gtully,Major,Resolved,Fixed,15/May/20 12:59,16/May/20 12:00,
Bug,AMQ-7484,13304552,Update Jackson Databind to 2.9.10.4,coheigea,coheigea,Major,Resolved,Fixed,13/May/20 07:51,14/May/20 05:41,
Bug,AMQ-7483,13304106,Bad CPU type in executable,jbonofre,gbuurman,Major,Resolved,Fixed,11/May/20 12:27,20/May/20 04:30,
Bug,AMQ-7480,13303255,NPE after XA transaction timeout,jbonofre,terjestrand,Major,Resolved,Fixed,07/May/20 02:55,21/May/20 07:55,
Bug,AMQ-7476,13302787,HTTP client with proxy throws UnsupportedSchemeException,jbonofre,jbonofre,Major,Resolved,Fixed,05/May/20 05:31,06/May/20 05:55,
Bug,AMQ-7471,13301019,使用5.15版本实现主从选举出现异常,,arvin-y,Major,Closed,Won't Fix,26/Apr/20 04:01,26/Apr/20 13:59,
Bug,AMQ-7470,13300998,ActiveMQ producer thread hangs on setXid,jbonofre,rajesh.pote,Blocker,Open,,25/Apr/20 19:52,21/Apr/21 05:30,
Bug,AMQ-7468,13299729,Continously  java.net.SocketException: Connection reset,,JJJ70,Critical,Closed,Invalid,20/Apr/20 15:17,20/Apr/20 15:20,
Bug,AMQ-7466,13298848,JmsSecurityException is not propagated back to client,jbonofre,rkraus,Major,Open,,16/Apr/20 15:12,12/Feb/21 12:17,
Bug,AMQ-7465,13297970,Xerver Double Slash Authentication Bypass detected on ActiveMQ directory,jbonofre,xvanbha,Critical,Resolved,Fixed,13/Apr/20 07:53,23/May/20 05:08,
Bug,AMQ-7464,13297078,"ServerSession run does not copy message before dispatch;  rollback delivered ack messageId can get corrupted by direct forward, leading to ""Could not correlate acknowledgment with dispatched message"" JMSException",gtully,gtully,Major,Resolved,Fixed,08/Apr/20 13:31,08/Apr/20 13:59,
Bug,AMQ-7463,13296347,ActiveMQ throws concurrentModificationException in failovertransport class,jbonofre,KS,Blocker,Resolved,Fixed,05/Apr/20 10:24,15/May/20 04:48,
Bug,AMQ-7462,13296061,Default handling of Empty Queues is different between MS SQL and Kahadb,jbonofre,naylorr,Major,Open,,03/Apr/20 16:04,02/Dec/20 10:55,
Bug,AMQ-7461,13295629,Broken links throughout the ActiveMQ Classic support site,jbonofre,naylorr,Major,Open,,01/Apr/20 21:18,20/May/20 05:14,
Bug,AMQ-7460,13295530,CreateConsumer API Hangs,,RanjithMca,Major,Closed,Invalid,01/Apr/20 12:43,01/Apr/20 13:18,
Bug,AMQ-7459,13294806,Product flow control for topic hangs with usage manager memory limit ,,RanjithMca,Major,Closed,Invalid,29/Mar/20 07:26,29/Mar/20 13:05,
Bug,AMQ-7456,13294208,Rejected delayed messages block queue,,archerabi,Major,Open,,26/Mar/20 13:49,26/Mar/20 14:24,
Bug,AMQ-7455,13294202,Blocking XA Periodic Recovery and Container Operations when deploying ActiveMQ RA 5.15.x to JBoss EAP 6.4,,chammp,Major,Closed,Fixed,26/Mar/20 13:34,09/Jun/20 15:13,
Bug,AMQ-7453,13294101,Duplex networkConnector failure with mKahaDB after inactive destinations deleted,jbonofre,Nexus85,Major,Open,,26/Mar/20 06:49,14/Jan/21 09:44,
Bug,AMQ-7452,13294096,java.lang.IllegalStateException: Timer already cancelled.,jbonofre,wangxiaoqing,Blocker,Open,,26/Mar/20 06:24,02/Dec/20 12:42,
Bug,AMQ-7448,13293283,Remove deprecated dependency ant:ant:1.6.2,jbonofre,sourabhsparkala,Minor,Open,,23/Mar/20 11:43,19/Mar/21 09:29,
Bug,AMQ-7445,13292719,NoClassDefFoundError after upgrading log4j 1.2.17 library to log4j 2.13.0 in apache-activemq-5.15.11-bin,,avanthika2194@gmail.com,Major,Resolved,Duplicate,19/Mar/20 14:29,22/Nov/20 13:13,
Bug,AMQ-7444,13292400,Invalid certificate warnings should include client IP information,jbonofre,lionel.cons,Major,Resolved,Fixed,18/Mar/20 08:46,15/Jan/21 07:07,
Bug,AMQ-7443,13292396,Prefetch warnings should include client IP information,jbonofre,lionel.cons,Minor,Resolved,Fixed,18/Mar/20 08:32,15/Jan/21 07:02,
Bug,AMQ-7439,13290362,AbstractMQTTSocket#getProtocolConverter: Race condition in double-checked locking object initialization,jbonofre,pascalschumacher,Major,Resolved,Fixed,08/Mar/20 10:09,16/May/20 05:26,
Bug,AMQ-7437,13289980,Active mq web console error in karaf with java.security.policy,,wborgesius,Major,Open,,06/Mar/20 07:46,06/Mar/20 13:43,
Bug,AMQ-7436,13289939,"Fix CVE issues for log4j, jackson-databind and jolokia-core",,pcwang,Major,Closed,Duplicate,06/Mar/20 01:37,06/Mar/20 03:36,
Bug,AMQ-7432,13288544,Vulnerable dependencies in your project.(CVEs),jbonofre,XuCY,Major,Resolved,Fixed,01/Mar/20 13:27,02/Mar/20 17:32,
Bug,AMQ-7431,13288518,Webconsole doesn't deploy on Apache Karaf,jbonofre,jbonofre,Major,Resolved,Fixed,01/Mar/20 12:29,01/Mar/20 16:41,
Bug,AMQ-7429,13288498,spring-expression version is not aligned with other spring artifacts,jbonofre,jbonofre,Major,Resolved,Fixed,01/Mar/20 10:05,01/Mar/20 15:48,
Bug,AMQ-7427,13288409,Durable subscriber,jbonofre,timk.mailbox@gmail.com,Major,Open,,28/Feb/20 22:58,21/Apr/21 05:30,
Bug,AMQ-7425,13288165,Messages in journal persistence don't get deleted upon ack,jbonofre,ngrondin78@gmail.com,Major,Resolved,Fixed,27/Feb/20 23:44,03/Mar/20 16:16,
Bug,AMQ-7424,13288123,NPE under very high database load,jbonofre,terjestrand,Major,Resolved,Fixed,27/Feb/20 18:39,29/Feb/20 06:15,
Bug,AMQ-7421,13287439,"AMQ7086Test KahaDB test is failing on ""slow"" machine",jbonofre,jbonofre,Major,Resolved,Fixed,25/Feb/20 08:03,26/Feb/20 12:12,
Bug,AMQ-7420,13287438,"QueueZeroPrefetchLazyDispatchPriorityTest unit test is failing on ""slow"" machine",jbonofre,jbonofre,Major,Resolved,Fixed,25/Feb/20 08:01,26/Feb/20 12:13,
Bug,AMQ-7418,13286884,"""queuePrefetch"" policy doesn't seem to be working properly",,subbu.kobra,Major,Resolved,Not A Problem,21/Feb/20 20:07,29/Feb/20 05:35,
Bug,AMQ-7407,13285847,Partitioning by queue/topic chooses incorrect target,jbonofre,mbrodin,Major,Resolved,Fixed,17/Feb/20 20:24,28/Feb/20 06:33,
Bug,AMQ-7405,13285045,"""Page Not Found! What do you want to do next?"" on ActiveMQ web-console",jbonofre,pravihs,Major,Resolved,Cannot Reproduce,13/Feb/20 10:39,21/May/20 08:20,
Bug,AMQ-7403,13284662,Potential PreparedStatement/ResultSet leak in LeaseDatabaseLocker#determineTimeDifference,jbonofre,pascalschumacher,Minor,Resolved,Fixed,11/Feb/20 20:10,11/Mar/20 17:33,
Bug,AMQ-7402,13284391,Inconsistent synchronization of getter/setter of some classes,jbonofre,pascalschumacher,Minor,Resolved,Fixed,10/Feb/20 19:27,14/Feb/20 07:22,
Bug,AMQ-7400,13284062,Prevent JMX registry rebind,jbonofre,jbonofre,Major,Resolved,Fixed,08/Feb/20 06:38,25/Feb/20 10:22,
Bug,AMQ-7399,13283826,SERIALIZABLE_PACKAGES should exclude java* by default,jbonofre,jbonofre,Major,Resolved,Fixed,07/Feb/20 04:24,09/Dec/20 07:49,
Bug,AMQ-7398,13283733,"PoolableConnectionFactory (IO Error: Connection reset by peer, Authentication lapse 204252 ms.) | org.apache.activemq.store.jdbc.JDBCPersistenceAdapter | main",jbonofre,David.Sheris,Major,Open,,06/Feb/20 16:04,07/Feb/20 17:09,
Bug,AMQ-7395,13283281,JMSXGroupID header is not attached to message sent to STOMP/ws client.,jbonofre,alekbarszczewski,Major,Open,,04/Feb/20 16:42,06/Feb/20 16:35,
Bug,AMQ-7394,13282213,"'recovery' of messages does not take into account the PolicyMap/PolicyEntry 'memoryLimit', but takes 200 messages from the store",jbonofre,rverheij,Major,Resolved,Fixed,29/Jan/20 15:19,20/May/20 14:21,
Bug,AMQ-7379,13281530,OST recovery made easy with EdbMails OST to PST tool,jbonofre,Rwatt123,Minor,Resolved,Invalid,25/Jan/20 08:06,08/Jan/21 14:31,
Bug,AMQ-7378,13280855,Potential shift issue in KahaDB's JobLocation Hash function,jbonofre,namdy0429,Trivial,Open,,21/Jan/20 23:01,22/Jan/20 05:28,
Bug,AMQ-7377,13280617,runtimeConfigurationPlugin causes ActiveMQ Broker to fail to start,jbonofre,kyro555,Minor,Resolved,Cannot Reproduce,20/Jan/20 21:42,15/Jan/21 09:58,
Bug,AMQ-7376,13280601,Use correct type for collections retrieval,jbonofre,coheigea,Major,Resolved,Fixed,20/Jan/20 18:34,09/Feb/20 07:39,
Bug,AMQ-7374,13277546,KabarAustralia,,KabarAustralia,Major,Closed,Invalid,05/Jan/20 11:20,05/Jan/20 15:20,
Bug,AMQ-7373,13277140,jolokia-core-1.6.0.jar is vulnerable to CVE-2018-10899,jbonofre,hkasarla,Critical,Resolved,Fixed,02/Jan/20 06:23,22/Jan/20 12:45,
Bug,AMQ-7372,13276871,[9.8] [CVE-2019-17571] [activemq-all] [5.15.10],jbonofre,amanmishra,Major,Resolved,Duplicate,30/Dec/19 12:16,23/Jan/20 04:48,
Bug,AMQ-7371,13276832,Transport Connection to: tcp://172.17.30.105:50132 failed: java.net.SocketException: Connection reset by peer: socket write error | org.apache.activemq.broker.TransportConnection.Transport | Async Exception Handler,,zhangxinqi,Blocker,Closed,Invalid,30/Dec/19 08:44,30/Dec/19 14:36,
Bug,AMQ-7370,13276433,log4j 1.2 version used by AMQ 5.15.10 / 5.15.11 is vulnerable to CVE-2019-17571,jbonofre,arajwade,Major,Resolved,Not A Problem,26/Dec/19 09:08,30/Jul/20 13:27,
